image_id,property_id,dx,dy,shift_mag,is_shifted,overall_diff,category
0059090b-ec8b-416a-9497-d86447722ff0_g0_original,0059090b-ec8b-416a-9497-d86447722ff0,0.00027063186280429363,-0.00014809621461608913,0.0003085029885568967,False,0.7086970310585171,mild
005d2d22-0430-41eb-b750-ced7e437bb01_g5_original,005d2d22-0430-41eb-b750-ced7e437bb01,0.002042027598349705,0.0003759800545140024,0.002076352020687777,False,0.8966167296245421,mild
00bc3b6c-c3be-44e0-977f-f649ab165f01_g19_original,00bc3b6c-c3be-44e0-977f-f649ab165f01,-1.7137625158684386,4.607962962640272,4.916330402430275,True,8.029834567788344,normal
012439ca-95f3-423a-81af-e57ac9e3c533_g4_original,012439ca-95f3-423a-81af-e57ac9e3c533,-0.1506319145737507,0.06834787206162218,0.16541283294685935,False,7.813808750914411,normal
01db585a-f837-4b21-81bb-62b66140afe8_g15_original,01db585a-f837-4b21-81bb-62b66140afe8,-0.3718666591080364,-0.5930265281390348,0.6999751961554138,False,7.6314802934878685,normal
02c15d06-5492-4721-b210-b1b5e746bfb2_g12_original,02c15d06-5492-4721-b210-b1b5e746bfb2,-0.2741037474879704,-0.023430992276303186,0.27510339108415444,False,5.74913949068143,normal
03aa5d24-7203-4d33-938c-22b56e978ac8_g10_original,03aa5d24-7203-4d33-938c-22b56e978ac8,-0.0008728555267225602,-0.0012959348524645975,0.001562473651733864,False,0.641938029209308,mild
04043f54-d692-45a8-aeb0-e8986a5428f2_g12_original,04043f54-d692-45a8-aeb0-e8986a5428f2,0.03838150359183601,0.04925818301057916,0.0624460440017927,False,7.614842606149341,normal
04a0613f-7216-4db8-9a6b-b93451c45886_g15_original,04a0613f-7216-4db8-9a6b-b93451c45886,-5.6827057007808435,-0.45685512771160575,5.7010403164162495,True,5.692747386308217,normal
04a0613f-7216-4db8-9a6b-b93451c45886_g17_original,04a0613f-7216-4db8-9a6b-b93451c45886,0.13080929336695135,-0.4835646807662215,0.5009449787308969,False,5.461822264196233,normal
04a0613f-7216-4db8-9a6b-b93451c45886_g19_original,04a0613f-7216-4db8-9a6b-b93451c45886,-0.1548726710984738,-0.13776402517987663,0.20727872753116205,False,7.790956331153987,normal
04a0613f-7216-4db8-9a6b-b93451c45886_g9_original,04a0613f-7216-4db8-9a6b-b93451c45886,0.23372453564115858,0.057757064748784614,0.2407551392786258,False,7.422596408459827,normal
0695a5ec-f60b-41e3-a770-14256f6ab09c_g0_original,0695a5ec-f60b-41e3-a770-14256f6ab09c,0.0003306529580413553,-0.0006402100796094601,0.0007205555666949285,False,0.5238554305937119,mild
079082a9-8070-4cb9-861e-766e7e53f2e9_g13_original,079082a9-8070-4cb9-861e-766e7e53f2e9,-12.609517100115909,1.9342864843902134,12.757013196740457,True,9.473491737585409,normal
07c78120-959a-494e-9f28-51af5e28513f_g15_original,07c78120-959a-494e-9f28-51af5e28513f,-0.0004835482975522609,6.518200905247795e-05,0.00048792176664892413,False,0.536228063658254,mild
09e96f9c-07e6-4905-b08a-d749ab16737f_g0_original,09e96f9c-07e6-4905-b08a-d749ab16737f,-2.361951918062232,0.26073610758385257,2.376299682497103,True,7.566670482295482,normal
09e96f9c-07e6-4905-b08a-d749ab16737f_g4_original,09e96f9c-07e6-4905-b08a-d749ab16737f,0.14517726107521867,-0.2677162966250535,0.304546306186655,False,6.0054102039453605,normal
09fdab0b-77a5-4bf9-8e39-8da67d2a4a21_g4_original,09fdab0b-77a5-4bf9-8e39-8da67d2a4a21,-5.623069425813355,-0.1751523881571302,5.625796665948218,True,4.424057204035601,normal
0a245689-9986-4855-a477-c7005bdcc3c6_g18_original,0a245689-9986-4855-a477-c7005bdcc3c6,0.029239840067248224,-0.23158299479587185,0.23342161794868757,False,4.645592699963477,normal
0a245689-9986-4855-a477-c7005bdcc3c6_g2_original,0a245689-9986-4855-a477-c7005bdcc3c6,0.028633362086225134,-0.23201545266101675,0.23377561827071996,False,4.645533254961042,normal
0a245689-9986-4855-a477-c7005bdcc3c6_g4_original,0a245689-9986-4855-a477-c7005bdcc3c6,-0.10323470088542308,0.04041704321218731,0.11086451573392898,False,11.57490308086803,normal
0a245689-9986-4855-a477-c7005bdcc3c6_g5_original,0a245689-9986-4855-a477-c7005bdcc3c6,-0.5104793855691696,-0.8565927797098993,0.997166181407196,False,4.980428684068359,normal
0a49a86c-83ed-49d6-ae81-7c00324b02da_g0_original,0a49a86c-83ed-49d6-ae81-7c00324b02da,11.379721141988512,-3.5283537856488465,11.914165254272868,True,7.49827378567613,normal
0ab560e8-0f45-493b-b51c-4835fe7f9e39_g1_original,0ab560e8-0f45-493b-b51c-4835fe7f9e39,0.16479265625332573,-0.1068276754378985,0.1963893372729074,False,6.5682011456425515,normal
0ab560e8-0f45-493b-b51c-4835fe7f9e39_g4_original,0ab560e8-0f45-493b-b51c-4835fe7f9e39,0.1318005194343641,-0.08303411855638387,0.15577561352022917,False,9.601887901594932,normal
0ad2567d-6d02-46cd-9560-4bfc5bdb6faf_g12_original,0ad2567d-6d02-46cd-9560-4bfc5bdb6faf,0.02976755930365016,-0.24975771917297607,0.2515253980682339,False,6.493192399719581,normal
0b002ee8-8167-4548-93f9-9636b9c72cd0_g0_original,0b002ee8-8167-4548-93f9-9636b9c72cd0,0.0010494891939742956,0.002092796163992716,0.002341201262662278,False,0.6719292534722222,mild
0b002ee8-8167-4548-93f9-9636b9c72cd0_g10_original,0b002ee8-8167-4548-93f9-9636b9c72cd0,-0.00014662712715107773,-0.0015080521144454906,0.0015151635866467005,False,0.6646034846230159,mild
0b002ee8-8167-4548-93f9-9636b9c72cd0_g12_original,0b002ee8-8167-4548-93f9-9636b9c72cd0,-5.299373538036889e-05,0.0033222054629504782,0.0033226280974625443,False,0.6216082636981074,mild
0b4f077b-b905-4124-8d24-81a18c22bbbd_g6_original,0b4f077b-b905-4124-8d24-81a18c22bbbd,0.36924424367373376,-0.002011293986470264,0.3692497214483549,False,3.2046036551679467,normal
0bd2491a-d5a8-4b14-8745-6d193da87683_g11_original,0bd2491a-d5a8-4b14-8745-6d193da87683,0.07611909179081522,-0.24057954881470778,0.25233437229784395,False,8.073824172076932,normal
0bd2491a-d5a8-4b14-8745-6d193da87683_g12_original,0bd2491a-d5a8-4b14-8745-6d193da87683,0.22908560667292477,-0.20401409607882215,0.3067604384264061,False,7.075798014203853,normal
0bd2491a-d5a8-4b14-8745-6d193da87683_g5_original,0bd2491a-d5a8-4b14-8745-6d193da87683,0.286387878794244,-0.41104379513365075,0.5009740698261151,False,8.22478344649171,normal
0bd2491a-d5a8-4b14-8745-6d193da87683_g6_original,0bd2491a-d5a8-4b14-8745-6d193da87683,0.45940350621094694,6.74587419148304,6.761499108099909,True,3.9069537869955497,normal
0bf529bd-37d5-428e-8665-198584624e04_g8_original,0bf529bd-37d5-428e-8665-198584624e04,6.194381478090236,1.0392899359061403,6.280962145004789,True,12.87115524788304,normal
0c15af04-2ee9-4773-8ff0-0746de68268a_g8_original,0c15af04-2ee9-4773-8ff0-0746de68268a,-0.1287945732381104,-0.6239188074883941,0.6370735596721362,False,5.180778805019217,normal
0c2624df-f1b8-4cae-acf4-42f7e946125d_g1_original,0c2624df-f1b8-4cae-acf4-42f7e946125d,-0.18947001847959655,0.37872640783132283,0.42347677609460016,False,2.34810044533919,normal
0c29b075-b8bc-4f39-a526-873349ae88c7_g8_original,0c29b075-b8bc-4f39-a526-873349ae88c7,0.06253424269402785,-0.00981880829021975,0.0633003989367813,False,6.442910265788832,normal
0c3bb579-ea46-4e16-b3ca-a97e4cba173b_g15_original,0c3bb579-ea46-4e16-b3ca-a97e4cba173b,-1.8376364341484077,-9.573417537163664,9.748191165800067,True,24.510029735860353,heavy
0c3bb579-ea46-4e16-b3ca-a97e4cba173b_g16_original,0c3bb579-ea46-4e16-b3ca-a97e4cba173b,-5.1296201941734125,-2.7199215371090304,5.806115440163175,True,15.557058380734157,normal
0c3bb579-ea46-4e16-b3ca-a97e4cba173b_g4_original,0c3bb579-ea46-4e16-b3ca-a97e4cba173b,0.45927885557000536,-9.028261681937352,9.039936175920268,True,17.22606774191691,normal
0c3bb579-ea46-4e16-b3ca-a97e4cba173b_g5_original,0c3bb579-ea46-4e16-b3ca-a97e4cba173b,-74.85315413691615,-3.2563877451644885,74.92395308172003,True,19.952716359808708,normal
0c5ca4a4-d2ab-4536-b2e6-b61e3ed085c1_g17_original,0c5ca4a4-d2ab-4536-b2e6-b61e3ed085c1,0.2076680174602643,-0.2262313600518837,0.30709385169163134,False,5.425589676107961,normal
0cfaa040-aa0b-4f08-87ab-7ea61f0abd83_g15_original,0cfaa040-aa0b-4f08-87ab-7ea61f0abd83,0.000149540292909478,-0.00047371296875553526,0.0004967557508178795,False,0.711135924096201,mild
0d11a872-d19f-4ad8-9b33-b35793801db5_g4_original,0d11a872-d19f-4ad8-9b33-b35793801db5,2.7632062949971896,0.1210499585092748,2.7658564896189377,True,4.135316680172571,normal
0d1de8e0-f126-4079-b4e5-431eec79b9e6_g0_original,0d1de8e0-f126-4079-b4e5-431eec79b9e6,0.4703242143799571,-0.11744765611786079,0.48476676717747796,False,4.106804052174774,normal
0d3c995c-0cfc-4bd3-893b-1fd1d7ecd7da_g16_original,0d3c995c-0cfc-4bd3-893b-1fd1d7ecd7da,0.08283655578372873,-0.16690470513083255,0.18633055457686204,False,5.2400511355843085,normal
0d6c0d4c-9662-4869-a946-be69f2d7373e_g0_original,0d6c0d4c-9662-4869-a946-be69f2d7373e,0.06289756744308761,-0.12416204951205145,0.13918447661032773,False,7.759856947047976,normal
0d6c0d4c-9662-4869-a946-be69f2d7373e_g19_original,0d6c0d4c-9662-4869-a946-be69f2d7373e,0.6406018577293935,-0.06901531272831107,0.6443088184382832,False,8.077564565997623,normal
